emp_no,first_name,last_name,birth_date,from_date,to_date,title
" 445,570 ",Van,Nations,1/25/65,8/11/86,1/1/99,Technique Leader
" 445,723 ",Gaurav,Roison,1/31/65,10/22/86,7/12/91,Senior Staff
" 445,941 ",Masako,Dechter,1/11/65,9/25/85,1/1/99,Technique Leader
" 445,950 ",Ebru,Valtorta,1/23/65,12/9/92,1/1/99,Senior Engineer
" 446,121 ",Fay,Cochrane,1/11/65,12/13/99,1/1/99,Staff
" 446,306 ",Hercules,Kabayashi,1/22/65,6/10/91,1/1/99,Senior Engineer
" 446,424 ",DAIDA,Nooteboom,1/16/65,11/24/85,1/1/99,Senior Engineer
" 446,897 ",Takahiro,Dalton,1/22/65,9/30/92,1/1/99,Technique Leader
" 446,959 ",Aram,Passino,1/29/65,1/28/95,1/1/99,Senior Engineer
" 447,018 ",Dannz,Miara,1/17/65,12/4/92,1/1/99,Senior Engineer
" 447,135 ",Gennady,Rouquie,1/31/65,8/24/89,1/1/99,Senior Staff
" 447,232 ",Aleksander,Schaaf,1/22/65,1/10/00,1/1/99,Senior Staff
" 447,376 ",Kirk,Zongker,1/7/65,12/10/99,1/1/99,Staff
" 447,544 ",Stabislas,Kakkad,1/22/65,2/19/89,1/1/99,Senior Staff
" 447,613 ",Paris,Restivo,1/15/65,11/21/86,1/1/99,Senior Engineer
" 447,877 ",Make,Heuser,1/13/65,7/2/88,1/1/99,Senior Engineer
" 447,931 ",Martijn,Jeong,1/11/65,12/14/90,1/1/99,Senior Staff
" 447,966 ",Kamakshi,Hebert,1/5/65,1/17/97,1/1/99,Senior Engineer
" 447,982 ",Shiv,Baezner,1/25/65,12/17/90,1/1/99,Senior Engineer
" 447,999 ",Shiv,Vilarrasa,1/5/65,8/1/90,1/1/99,Senior Engineer
" 448,769 ",Mong,Dichev,1/18/65,10/11/97,1/1/99,Technique Leader
" 448,900 ",Mart,Talmor,1/16/65,5/11/99,1/1/99,Staff
" 448,918 ",Chiradeep,Arlazarov,1/23/65,10/6/89,1/1/99,Senior Engineer
" 448,994 ",Haldun,Syang,1/12/65,2/11/97,1/1/99,Staff
" 449,189 ",Jahangir,Bernatsky,1/30/65,9/30/95,1/1/99,Senior Staff
" 449,815 ",Fumitaka,Quittner,1/27/65,4/20/88,1/1/99,Senior Staff
" 449,984 ",Hinrich,Perin,2/1/65,11/20/85,1/1/99,Senior Engineer
" 450,184 ",Selwyn,Henseler,1/11/65,3/9/93,1/1/99,Senior Engineer
" 450,255 ",Udo,Waymire,1/31/65,6/14/86,1/1/99,Technique Leader
" 450,309 ",Gill,Orlowska,1/8/65,12/25/86,1/1/99,Technique Leader
" 450,475 ",Saeed,Bahl,1/21/65,1/29/91,1/1/99,Senior Staff
" 450,817 ",DAIDA,Frolund,1/10/65,7/17/87,1/1/99,Senior Engineer
" 450,888 ",Sedat,Rande,1/3/65,3/25/95,1/1/99,Senior Staff
" 450,934 ",Chanjung,Raoux,1/23/65,5/25/92,1/1/99,Senior Engineer
" 450,936 ",Yuriy,Ponthieu,1/18/65,12/11/91,1/1/99,Senior Staff
" 451,253 ",Jaihie,Ozeri,1/15/65,6/21/91,1/1/99,Senior Staff
" 451,272 ",Jacopo,Krohm,1/2/65,4/24/91,1/1/99,Senior Engineer
" 451,275 ",Bedrich,Isard,1/25/65,6/7/86,1/1/99,Senior Staff
" 451,333 ",Radhika,Bonifati,1/15/65,3/11/95,1/1/99,Senior Staff
" 452,137 ",Subir,Miake,1/15/65,1/9/99,1/1/99,Senior Engineer
" 452,206 ",Arra,Esposito,1/22/65,11/3/94,1/1/99,Staff
" 452,325 ",Taiji,Berstel,1/14/65,12/2/96,1/1/99,Senior Engineer
" 452,347 ",Shigeichiro,Brattka,1/7/65,7/13/96,1/1/99,Senior Staff
" 452,365 ",Fei,Gadepally,1/5/65,11/13/88,1/1/99,Engineer
" 452,956 ",Gou,Thombley,1/17/65,11/7/90,1/1/99,Senior Engineer
" 452,957 ",Alair,Nanard,1/3/65,2/10/96,1/1/99,Staff
" 452,982 ",Lobel,Aloia,1/29/65,12/29/94,1/1/99,Senior Staff
" 453,070 ",Aran,Rosenbaum,1/6/65,4/25/91,1/1/99,Senior Staff
" 453,154 ",Gao,Lally,1/3/65,3/1/96,1/1/99,Staff
" 453,644 ",Berni,Takkinen,1/7/65,6/8/92,1/1/99,Senior Staff
" 453,688 ",Chinya,Leslie,1/24/65,10/28/95,1/1/99,Engineer
" 453,723 ",Arne,Kohling,1/15/65,12/13/85,1/1/99,Senior Engineer
" 453,760 ",Ewing,Rajala,1/13/65,6/21/96,1/1/99,Senior Staff
" 453,790 ",Fai,Keirsey,1/11/65,10/12/94,1/1/99,Senior Engineer
" 453,913 ",Stein,Perng,1/23/65,4/29/93,1/1/99,Senior Staff
" 454,338 ",Mohammed,Georg,1/24/65,8/3/98,1/1/99,Engineer
" 454,378 ",Gina,Ossenbruggen,1/6/65,1/3/98,1/1/99,Technique Leader
" 454,736 ",Nechama,Ermel,1/24/65,6/5/95,1/1/99,Engineer
" 454,791 ",Xiaoqiu,Pietracaprina,1/22/65,7/9/94,1/1/99,Senior Engineer
" 454,825 ",Kamakshi,Schusler,1/2/65,5/25/95,1/1/99,Senior Engineer
" 454,994 ",Mohan,Picht,1/1/65,2/24/91,1/1/99,Senior Engineer
" 455,175 ",Soenke,Zaumen,1/14/65,2/22/92,1/1/99,Senior Staff
" 455,284 ",Luisa,Baig,1/9/65,7/12/96,1/1/99,Senior Engineer
" 455,726 ",Qiwen,Kriebel,1/8/65,12/13/87,1/1/99,Senior Staff
" 455,814 ",Giao,DuCasse,1/28/65,7/19/91,1/1/99,Senior Engineer
" 455,914 ",Peer,Angelopoulos,1/1/65,7/23/89,1/1/99,Senior Engineer
" 456,767 ",Tetsurou,Schreiter,1/24/65,7/17/87,1/1/99,Senior Staff
" 456,982 ",Shounak,Dratva,1/7/65,1/5/89,1/1/99,Senior Engineer
" 457,070 ",Gay,Plavsic,1/25/65,8/6/87,1/1/99,Senior Staff
" 457,146 ",Jinpo,Heyers,1/20/65,1/7/99,1/1/99,Staff
" 457,305 ",Sorina,Lakshmanan,1/15/65,9/3/94,1/1/99,Staff
" 457,337 ",Xumin,Beidas,1/31/65,4/27/95,1/1/99,Technique Leader
" 457,411 ",Xudong,Peck,1/13/65,4/18/88,1/1/99,Senior Engineer
" 457,489 ",Berna,Ranst,1/24/65,5/14/85,1/1/99,Senior Engineer
" 457,611 ",Indrajit,Krogh,1/9/65,9/18/98,1/1/99,Engineer
" 457,776 ",Florian,Siepmann,1/15/65,12/21/87,1/1/99,Senior Engineer
" 457,813 ",Foong,Gargeya,1/28/65,1/24/92,1/1/99,Senior Engineer
" 457,832 ",Jackson,Zielinski,2/1/65,9/12/97,1/1/99,Senior Engineer
" 457,938 ",Arch,Picco,1/14/65,10/22/97,1/1/99,Senior Staff
" 458,111 ",Florian,Tramer,1/23/65,11/7/99,1/1/99,Engineer
" 458,134 ",Thanasis,Standera,1/11/65,3/20/85,1/1/99,Senior Staff
" 458,191 ",George,Atchley,1/28/65,7/2/97,1/1/99,Staff
" 458,383 ",Mabhin,Foote,1/6/65,4/23/99,1/1/99,Engineer
" 458,726 ",Shahaf,Kitai,1/13/65,12/26/86,1/1/99,Senior Staff
" 458,790 ",Ramya,Azadmanesh,1/17/65,11/19/88,1/1/99,Senior Engineer
" 459,172 ",Val,Rissanen,1/19/65,11/20/93,1/1/99,Engineer
" 459,356 ",Pramod,Wendorf,1/21/65,12/25/98,1/1/99,Engineer
" 459,429 ",Mohit,Verhaegen,1/14/65,5/27/92,1/1/99,Senior Staff
" 459,685 ",Hirochika,Goldhammer,2/1/65,3/12/98,1/1/99,Engineer
" 460,131 ",Adly,Hambrick,1/16/65,7/25/97,1/1/99,Staff
" 460,691 ",Munehiko,Gihr,1/16/65,12/6/89,1/1/99,Senior Staff
" 460,707 ",Yoshinari,Lanteri,1/7/65,12/25/96,1/1/99,Senior Engineer
" 460,920 ",Remzi,Mitzlaff,1/22/65,4/6/86,1/1/99,Senior Staff
" 461,120 ",Shietung,Gelosh,1/18/65,3/26/96,4/1/01,Senior Engineer
" 461,270 ",Mrinalini,Mawatari,1/10/65,1/3/96,1/1/99,Staff
" 461,801 ",Sumali,Cooman,1/3/65,2/16/92,4/18/93,Senior Staff
" 462,493 ",Paloma,Gerlach,1/12/65,7/26/88,1/1/99,Senior Engineer
" 462,795 ",Somnath,Cummings,1/5/65,7/10/94,1/1/99,Senior Staff
" 463,023 ",Itzchak,Penn,1/6/65,1/21/99,1/1/99,Staff
" 463,099 ",Jinxi,Schmiedel,1/15/65,9/21/90,1/1/99,Senior Staff
" 463,212 ",Ramya,Rossi,1/9/65,3/2/87,9/2/01,Senior Engineer
" 463,472 ",Jaber,Sethi,1/11/65,6/6/95,6/11/00,Technique Leader
" 463,495 ",Alenka,Barriga,1/28/65,5/6/88,1/1/99,Senior Staff
" 464,284 ",Huiqun,Henders,1/20/65,5/19/93,1/1/99,Senior Staff
" 464,303 ",Abdelghani,Nyrup,1/22/65,8/2/86,1/1/99,Senior Staff
" 465,062 ",Stafford,Gist,1/29/65,5/7/88,1/1/99,Senior Engineer
" 465,076 ",Tokuyasu,Ghelli,1/19/65,5/5/85,1/1/99,Senior Engineer
" 465,085 ",Vidar,Gunderson,1/18/65,3/18/96,1/1/99,Senior Staff
" 465,409 ",Shahid,Varman,1/30/65,8/27/85,1/1/99,Senior Staff
" 465,501 ",Mrinalini,Gire,1/5/65,11/9/92,1/1/99,Senior Staff
" 465,711 ",Lakshmi,Frijda,1/6/65,4/21/90,1/1/99,Senior Engineer
" 465,853 ",Kwan,Kampfer,1/1/65,10/16/98,1/1/99,Staff
" 465,874 ",Herb,Picht,1/12/65,5/31/85,1/1/99,Engineer
" 466,064 ",Temple,Danlos,1/31/65,6/13/94,1/1/99,Senior Staff
" 466,367 ",Hiroyasu,Strandh,1/5/65,6/5/89,1/1/99,Senior Staff
" 466,509 ",Bezalel,Verhoeff,1/26/65,3/22/88,1/1/99,Senior Engineer
" 466,603 ",Yechezkel,Nourani,1/23/65,8/1/91,1/1/99,Senior Staff
" 466,745 ",Boalin,Birsak,1/26/65,10/16/95,1/1/99,Senior Staff
" 467,176 ",Przemyslawa,Borovoy,1/5/65,6/18/93,1/1/99,Senior Staff
" 467,269 ",Nahum,Lambe,1/18/65,8/31/89,1/1/99,Technique Leader
" 467,392 ",Mariusz,Rikino,1/7/65,4/13/95,1/1/99,Senior Engineer
" 467,441 ",Margareta,Bondorf,1/13/65,11/7/88,1/1/99,Senior Engineer
" 467,591 ",Kiyotoshi,Hennebert,1/17/65,9/21/97,3/6/01,Staff
" 467,886 ",Sivanarayana,Chandrasekhar,1/2/65,1/24/96,1/1/99,Senior Staff
" 467,918 ",Tsuneo,Skrikant,1/3/65,10/21/97,1/1/99,Staff
" 468,360 ",Huei,Saoudi,1/12/65,8/10/94,1/1/99,Technique Leader
" 468,417 ",Kamakshi,Huhdanpaa,1/25/65,8/26/93,1/1/99,Senior Engineer
" 468,659 ",Ranga,Lemarechal,1/18/65,11/5/89,1/1/99,Senior Engineer
" 468,773 ",Baziley,Brookner,1/27/65,9/22/93,1/1/99,Senior Engineer
" 469,104 ",Nadjib,Comellas,1/21/65,4/18/96,1/22/99,Senior Engineer
" 469,253 ",Baruch,Basawa,1/17/65,9/17/93,1/1/99,Senior Engineer
" 469,269 ",Weiyi,Codenie,1/23/65,5/27/89,1/1/99,Senior Engineer
" 469,366 ",Aiman,Wilfing,1/12/65,12/30/90,1/1/99,Senior Engineer
" 469,399 ",Hongzhu,Ruemmler,1/25/65,6/6/00,1/1/99,Engineer
" 469,527 ",Halsur,Ibel,1/24/65,3/5/98,1/1/99,Staff
" 469,529 ",Neven,Rikino,1/7/65,10/21/88,1/1/99,Senior Engineer
" 469,735 ",Arif,Stranks,1/30/65,11/16/92,1/1/99,Senior Engineer
" 469,867 ",Hein,Jonsson,1/23/65,2/12/85,1/1/99,Senior Staff
" 470,456 ",Reuven,Oehlmann,1/13/65,3/29/86,1/1/99,Senior Staff
" 470,472 ",Zhiguo,Staudhammer,2/1/65,12/3/85,1/1/99,Senior Engineer
" 471,397 ",Nigel,Zirintsis,2/1/65,1/3/99,7/23/99,Engineer
" 471,532 ",Feiyu,Decleir,1/17/65,9/13/98,1/1/99,Technique Leader
" 471,552 ",Basem,Lortz,1/22/65,10/25/97,1/1/99,Staff
" 471,911 ",Arun,Zaccaria,1/14/65,5/31/90,1/1/99,Engineer
" 471,939 ",Kazuhiko,Marshall,1/27/65,6/4/01,1/1/99,Staff
" 472,052 ",Godehard,Chinal,1/26/65,12/9/95,1/1/99,Assistant Engineer
" 472,143 ",Yahiko,Sommen,1/25/65,8/14/96,1/1/99,Senior Staff
" 472,238 ",Jungsoon,Gubsky,1/31/65,10/9/90,1/1/99,Senior Engineer
" 472,790 ",Zhenbing,Ibel,1/23/65,10/29/85,1/1/99,Senior Engineer
" 472,950 ",Weidon,Fordan,1/29/65,3/27/86,1/1/99,Senior Engineer
" 473,268 ",Hugo,Sgarro,1/1/65,4/24/92,1/1/99,Senior Staff
" 473,299 ",Khaled,Penn,1/12/65,5/19/92,1/1/99,Senior Staff
" 473,490 ",Pantung,Reeker,1/6/65,5/11/92,1/1/99,Senior Staff
" 473,940 ",Avishai,Majewski,1/16/65,1/10/98,1/1/99,Engineer
" 474,331 ",Sugwoo,Eugenio,1/29/65,3/2/94,1/1/99,Senior Staff
" 474,763 ",Mayuko,Clouatre,1/7/65,9/4/97,1/1/99,Engineer
" 474,796 ",Zongyan,Shackel,1/10/65,8/17/87,1/1/99,Technique Leader
" 475,087 ",Genevieve,Snedden,1/31/65,10/21/88,1/1/99,Senior Engineer
" 475,258 ",Fumiyo,Feinberg,1/10/65,2/12/00,1/1/99,Senior Staff
" 475,538 ",Christophe,Leaver,1/15/65,10/31/98,1/1/99,Staff
" 475,938 ",Shigeaki,Lanteri,1/14/65,2/17/89,1/1/99,Senior Engineer
" 475,965 ",Rimon,Pietracaprina,1/2/65,7/10/85,1/1/99,Senior Engineer
" 476,055 ",Girolamo,Schlumberger,1/3/65,3/7/93,1/1/99,Senior Staff
" 476,122 ",Khun,Spieker,1/4/65,5/7/95,1/1/99,Engineer
" 476,327 ",Reinhold,Binkley,1/31/65,5/29/95,1/1/99,Senior Engineer
" 476,361 ",Doohun,Preusig,1/9/65,4/13/85,4/28/93,Technique Leader
" 477,350 ",Terresa,Vigier,1/1/65,7/8/98,1/1/99,Staff
" 477,578 ",Marit,Paludetto,1/23/65,9/30/90,1/1/99,Senior Engineer
" 477,969 ",Bluma,Mundy,1/18/65,10/18/91,1/1/99,Senior Engineer
" 478,007 ",Fumino,Narahara,1/6/65,9/21/91,1/1/99,Senior Engineer
" 478,170 ",Doowon,Schoegge,1/22/65,4/13/95,1/1/99,Engineer
" 478,218 ",Djenana,Erol,1/2/65,12/3/99,1/1/99,Engineer
" 478,439 ",Yuichiro,Bale,1/15/65,11/4/97,1/1/99,Technique Leader
" 478,768 ",Arun,Katzenelson,1/3/65,10/28/91,1/1/99,Senior Engineer
" 478,799 ",Shaw,Borovoy,1/18/65,5/11/91,1/1/99,Senior Staff
" 478,833 ",Pradeep,Valiente,1/30/65,9/19/92,1/1/99,Senior Engineer
" 478,858 ",Hidekazu,Perna,1/20/65,11/8/99,1/1/99,Staff
" 479,024 ",Ewing,Kalorkoti,1/3/65,12/21/96,1/1/99,Engineer
" 479,407 ",Randi,Tomescu,1/18/65,11/25/86,1/1/99,Senior Engineer
" 479,601 ",Kayoko,Bahi,1/19/65,2/19/97,1/1/99,Staff
" 479,695 ",Masamitsu,Murrill,1/6/65,6/27/96,6/23/99,Senior Staff
" 480,035 ",Sukumar,Georg,1/26/65,8/26/90,1/1/99,Senior Staff
" 480,066 ",Suebskul,Menhardt,1/31/65,7/26/94,1/1/99,Senior Engineer
" 480,178 ",Uinam,Rahier,1/3/65,2/10/91,1/1/99,Senior Staff
" 480,268 ",Gaurav,Cheshire,1/18/65,3/30/89,1/1/99,Technique Leader
" 480,407 ",Deniz,Bennis,1/1/65,6/24/89,1/1/99,Senior Engineer
" 481,050 ",Weiru,Burnard,1/16/65,10/15/90,1/1/99,Senior Staff
" 481,213 ",Shigehiro,Haldar,1/8/65,12/14/91,1/1/99,Senior Staff
" 481,397 ",Luisa,Chelton,1/31/65,8/13/98,1/1/99,Assistant Engineer
" 481,764 ",Teiji,Marrakchi,1/27/65,8/26/86,1/1/99,Senior Engineer
" 481,790 ",Haldun,Erie,1/22/65,9/12/96,1/1/99,Senior Engineer
" 482,335 ",Kwangyoen,Peck,1/26/65,1/16/94,1/1/99,Engineer
" 482,354 ",Jayson,Zockler,1/23/65,11/6/99,1/1/99,Staff
" 482,755 ",Jouni,Conia,1/3/65,10/31/94,1/1/99,Senior Staff
" 482,885 ",Shaunak,Brizzi,1/29/65,9/2/88,1/1/99,Senior Engineer
" 482,905 ",Aral,Hebden,1/16/65,9/10/91,1/1/99,Senior Staff
" 482,944 ",Duke,Journel,1/26/65,10/26/91,1/1/99,Senior Staff
" 483,401 ",Rosita,Pokrovskii,1/10/65,8/3/96,1/1/99,Senior Staff
" 483,675 ",Hausi,Kamber,1/22/65,2/16/88,1/1/99,Senior Engineer
" 483,825 ",Marek,Mitchem,1/22/65,11/20/92,1/1/99,Senior Engineer
" 483,838 ",Sham,Kavanagh,1/3/65,12/18/97,1/1/99,Assistant Engineer
" 483,978 ",Dung,Tanemo,1/24/65,1/28/90,1/1/99,Senior Staff
" 484,126 ",Manton,Lueh,1/5/65,4/7/89,1/1/99,Senior Staff
" 484,142 ",Perry,Cooman,1/5/65,4/23/87,1/1/99,Senior Staff
" 484,498 ",Herbert,Hammerschmidt,1/26/65,8/22/96,1/1/99,Senior Engineer
" 484,756 ",Phule,Ruemmler,1/16/65,8/9/90,1/1/99,Senior Engineer
" 485,253 ",Gladys,Parhami,1/14/65,7/20/96,1/1/99,Senior Staff
" 485,489 ",Keiichiro,Armand,1/1/65,12/14/86,1/1/99,Senior Engineer
" 485,577 ",Rafael,Menhoudj,1/30/65,4/27/97,1/1/99,Senior Engineer
" 485,579 ",Munehiro,Iwayama,1/18/65,12/16/86,1/1/99,Senior Engineer
" 485,799 ",Yoshimitsu,Litvinov,1/27/65,11/22/97,1/1/99,Senior Staff
" 485,817 ",Mahmut,Bolotov,1/29/65,2/21/97,1/1/99,Engineer
" 486,068 ",Yefim,Bernardeschi,1/11/65,6/26/96,1/1/99,Senior Staff
" 486,808 ",Geoffrey,Siochi,1/5/65,12/27/98,1/1/99,Senior Engineer
" 486,918 ",Yagil,Remmers,1/18/65,11/1/94,1/1/99,Senior Staff
" 486,956 ",Matt,Ruemmler,1/1/65,10/14/93,1/1/99,Engineer
" 486,958 ",Tonny,Kropf,1/6/65,7/30/86,1/1/99,Senior Engineer
" 487,008 ",Zhigen,Raney,1/22/65,5/26/93,1/1/99,Senior Staff
" 487,505 ",Uno,Jayawardene,1/20/65,11/2/87,1/1/99,Senior Staff
" 487,988 ",Ekawit,Schaft,1/5/65,5/20/90,1/1/99,Senior Staff
" 488,095 ",Francoise,Hegner,1/24/65,12/23/97,1/1/99,Senior Staff
" 488,142 ",Denis,Narlikar,1/5/65,7/1/91,1/1/99,Senior Staff
" 488,482 ",Kensyu,Tsunoo,1/30/65,12/5/99,1/1/99,Engineer
" 488,540 ",Breannda,Maquelin,1/22/65,4/12/96,1/1/99,Senior Staff
" 488,619 ",Georgy,Bennis,1/25/65,4/11/98,1/1/99,Engineer
" 488,693 ",Jiong,Zultner,1/27/65,3/10/93,1/1/99,Senior Engineer
" 488,707 ",Mihalis,Remmers,1/16/65,3/1/90,1/1/99,Senior Staff
" 488,752 ",Nimmagadda,Baja,1/23/65,2/9/94,1/1/99,Senior Staff
" 488,788 ",Wuxu,Garigliano,1/12/65,9/21/90,1/1/99,Senior Staff
" 488,984 ",Kendra,Junet,1/18/65,2/28/86,11/12/92,Senior Staff
" 489,755 ",Matk,Chorvat,1/14/65,12/4/99,1/1/99,Senior Staff
" 489,756 ",Kersti,Miculan,1/1/65,6/9/92,1/1/99,Senior Staff
" 489,928 ",Satoru,Janetzko,1/28/65,7/26/97,1/1/99,Assistant Engineer
" 490,551 ",Lalit,Lindqvist,1/1/65,11/7/98,1/1/99,Engineer
" 490,557 ",Luise,Vigier,1/27/65,7/1/94,1/1/99,Senior Engineer
" 490,568 ",Zita,Reistad,1/1/65,7/23/98,1/1/99,Senior Engineer
" 490,720 ",Younwoo,Samarati,1/19/65,5/18/02,1/1/99,Senior Engineer
" 491,079 ",Kwangsub,Keirsey,1/6/65,2/4/92,1/1/99,Senior Engineer
" 491,162 ",Panayotis,Hempstead,1/14/65,8/29/94,1/1/99,Senior Engineer
" 491,478 ",Gill,Varman,1/16/65,6/18/88,1/1/99,Senior Staff
" 491,596 ",Charmane,Pargas,1/21/65,7/29/88,8/3/92,Senior Engineer
" 491,632 ",Gadiel,Perly,1/1/65,10/20/86,1/1/99,Senior Staff
" 492,000 ",Valeska,Cools,1/10/65,12/16/93,1/1/99,Senior Staff
" 492,052 ",Udo,Ratnakar,1/11/65,11/30/99,1/1/99,Staff
" 492,217 ",Heekeun,Verhaegen,1/16/65,9/28/91,1/1/99,Senior Engineer
" 492,639 ",Sanjoy,Porenta,1/30/65,7/10/97,1/1/99,Engineer
" 492,677 ",Goetz,McAffer,1/26/65,2/5/88,1/1/99,Senior Engineer
" 493,031 ",Hironoby,Jakobus,1/23/65,7/30/91,1/1/99,Senior Staff
" 493,048 ",Muzhong,Berztiss,1/31/65,1/23/95,1/1/99,Senior Staff
" 493,096 ",Sachem,Msuda,1/31/65,4/7/95,1/1/99,Engineer
" 493,744 ",Leni,Kropatsch,1/14/65,7/17/97,1/1/99,Senior Engineer
" 494,019 ",Morrie,Iisaku,1/16/65,5/6/91,1/1/99,Senior Staff
" 494,088 ",Phule,Dahlbom,1/10/65,2/6/89,1/1/99,Senior Engineer
" 494,493 ",Masasuke,Koprowski,1/10/65,11/20/96,1/1/99,Staff
" 494,995 ",Yongmao,Pouyioutas,1/4/65,8/24/89,1/1/99,Senior Staff
" 496,100 ",Pranjal,Reinhard,1/7/65,5/8/95,1/1/99,Staff
" 496,970 ",Giordano,Maquelin,1/3/65,12/31/99,1/1/99,Senior Engineer
" 496,978 ",Danco,Debuse,1/30/65,9/10/93,1/1/99,Senior Staff
" 497,007 ",Oldrich,Adachi,1/23/65,4/3/97,8/9/98,Senior Engineer
" 497,174 ",Sanjiv,Bressoud,1/2/65,4/27/93,1/1/99,Senior Engineer
" 497,340 ",Fayez,Keohane,1/6/65,9/19/90,1/1/99,Senior Staff
" 497,391 ",Paris,Lieblein,1/30/65,5/19/99,1/1/99,Engineer
" 497,835 ",Shuho,Laurillard,1/29/65,10/6/99,1/1/99,Technique Leader
" 498,185 ",Caolyn,Marciano,1/19/65,6/6/99,1/1/99,Senior Engineer
" 498,337 ",Naraig,Docker,1/30/65,5/17/97,1/1/99,Staff
" 498,456 ",Geraldo,Gerteisen,1/17/65,6/5/87,1/1/99,Senior Staff
" 498,635 ",Florian,Pezzoli,1/9/65,7/22/88,1/1/99,Senior Staff
" 498,838 ",Sanjay,Ciolek,1/16/65,12/13/89,1/1/99,Senior Staff
" 498,845 ",Arumugam,Pelc,1/9/65,11/13/99,1/1/99,Senior Engineer
" 498,955 ",Nechama,Kandlur,1/13/65,1/16/95,1/1/99,Senior Engineer
" 499,194 ",Padma,Delgrange,1/29/65,1/2/98,8/27/99,Senior Staff
" 499,260 ",Danae,Honglei,1/11/65,9/14/98,1/1/99,Engineer
" 499,495 ",Baoqiu,Kakkar,1/14/65,8/30/99,1/1/99,Engineer
